,r,p_value,isCorr
0,0.1306719134346675,0.035930550098011306,True
1,-0.060340848862448504,0.33434891136601297,False
2,-0.05642747462189386,0.3666969245441162,False
3,0.007344680635489526,0.9065416817752696,False
4,-0.1431792966864595,0.021420019837161672,True
5,-0.02660430915951245,0.6705970314760532,False
6,-0.012606008685960903,0.8403019413438138,False
7,-0.08125306144984944,0.19328170222340543,False
8,0.04345846007863999,0.48706464693857743,False
9,-0.01459860955188221,0.8154801630821991,False
10,0.054080716154835354,0.3869948049157861,False
11,0.07633086116585715,0.22175107800084992,False
12,0.002311176205388751,0.9705306341084334,False
13,0.10569920779475384,0.09021096412068245,False
14,0.13583508762455768,0.029156787057605146,True
15,0.08564994478913877,0.17019323541562745,False
16,-0.06869449298519827,0.27162057514427435,False
17,-0.004251962864328205,0.945813249971066,False
18,-0.049920052659334385,0.42461567508395404,False
19,0.042497275703689386,0.4967578827295662,False
20,0.07236684539229171,0.24675851840625992,False
21,-0.04524445646315295,0.46932648013296174,False
22,-0.010277443098429147,0.8695084245175255,False
23,0.07301080477599352,0.24256769102025896,False
24,0.05610879363638469,0.36941390983792144,False
25,0.05944467687965437,0.34159028459186813,False
26,0.04369215020225374,0.48472340049761153,False
27,-0.06842716773703963,0.27349471472641385,False
28,-0.07288378294983872,0.24339037260874163,False
29,0.13554268432961838,0.029508884435516525,True
30,0.05567458777836523,0.3731357938439286,False
31,0.12079393334870758,0.052633201176135645,False
32,0.021654618271849356,0.7292102200625699,False
33,0.004920330682001133,0.9373118717948753,False
34,-0.00601773912381917,0.9233691041196954,False
35,-0.1059563476715954,0.08942643888058441,False
36,-0.04637961069191838,0.4582395989555863,False
37,0.02109284720426164,0.7359709137553905,False
38,0.05814543170877293,0.35226438648009195,False
39,-0.03479205109488974,0.5780072083853578,False
40,-0.07192148569407056,0.24968621257207185,False
41,0.21033748456193313,0.0006732856886284181,True
42,0.05365270021767828,0.39076898720970765,False
43,-0.04774671298290524,0.4450833620339534,False
44,0.10613067012089154,0.08889770043718036,False
45,0.014510845488324164,0.8165697634887247,False
46,-0.1674986876388472,0.007008519929336097,True
47,-0.05473930395584948,0.3812308287695937,False
48,-0.0757014392229024,0.22559647572825028,False
49,-0.14551917453912372,0.019361560517408224,True
50,0.127152689474302,0.04127590265900747,True
51,0.024404248959684297,0.6964293492588195,False
52,-0.10647308178621406,0.08786642092854903,False
53,0.004988808459489364,0.9364412458472969,False
54,-0.13069194229362086,0.035901893454011416,True
55,-0.1125996697650843,0.0709835791409537,False
56,-0.14288696500415185,0.02169005204921647,True
57,-0.06819420531282559,0.27513509707197736,False
58,0.016996495935542245,0.7858541429768031,False
59,0.15188161807045691,0.014609504505805726,True
60,-0.06406584315046608,0.30531297276043323,False
61,0.10025731909499153,0.10814175287517439,False
62,-0.1340330072397395,0.03138515106293297,True
63,-0.017062050171281328,0.7850483202770107,False
64,0.030805341133236283,0.622350883518922,False
65,0.13307047689590087,0.03263377462170089,True
66,-0.09695179172992874,0.12033331196767005,False
67,-0.18708306598735006,0.0025521380062440563,True
68,-0.011610976220968355,0.8527580263331078,False
69,-0.03702526808416739,0.5538311024816462,False
70,0.03092788727858516,0.6209661656580732,False
71,-0.05461772882959997,0.38229089581423836,False
72,-0.10563263780280381,0.09041496162483886,False
73,-0.01156893556591476,0.8532851299967115,False
74,-0.053455608088678365,0.3925143655405444,False
75,-0.10672294494585674,0.08711995100045584,False
76,-0.1526409939355405,0.014117062292176748,True
77,0.019567804712628468,0.7544255986066293,False
78,0.0399715883681434,0.5227080046406027,False
79,0.08072073192638364,0.19622523092587985,False
80,-0.08238156163467253,0.1871485163973165,False
81,0.003389342559780745,0.9567943808507531,False
82,0.043695689808381816,0.48468798528814117,False
83,0.08519893914034153,0.17246234539835698,False
84,0.023151373451120012,0.7113005091667222,False
85,-0.07233092237250349,0.2469937779567436,False
86,-0.09018616757394517,0.14859404257640663,False
87,-0.03152286626269143,0.6142621928150784,False
88,-0.052407828087874316,0.40187176359392063,False
89,-0.13365842052281898,0.03186614742962327,True
90,0.0035263004259140102,0.9550503130934306,False
91,0.1656478692262036,0.007670872952436512,True
92,0.05001181781807767,0.4237636725607462,False
93,0.11674639543530435,0.06113370175533627,False
94,0.10332666714198263,0.0977120105460956,False
95,-0.0031542120767440473,0.9597890868769436,False
96,-0.1541174345531639,0.013201143542926239,True
97,-0.08551964078082898,0.17084652694027128,False
98,-0.01780042719309529,0.7759878575302057,False
99,-0.04659725868884834,0.45613067428632725,False
